NM_BAIRRO;NM_LOGRADO;NU_NUMERO;NM_COMPLEM
ROCINHA;RUA TRES  / TRAVESSA 10 CASA 01;;CASA 01
MANGUINHOS;RUA AMELIA PINHEIRO;33;FUNDOS
ROCINHA;ESTRADA DA GAVEA RUA  2 BECO 259;7;DBTB
ROCINHA;RUA 2 - TRAVESSA 60;75;
ROCINHA;RUA 02 TRAVESSA 16 301;;
ROCINHA;RUA 04 TRAVESSA 12 CASA 101;;
ROCINHA;TRAVESSA 11;65;
ROCINHA;ESTRADA DA GAVEA;170;
ROCINHA;LARGO DO BOIADEIRO;;BECO 11 CASA 113
ROCINHA;ESTRADA DA GAVEA;369;CASA 17 RUA 02
ROCINHA;RUA 04 TRAVESSA 18 A 50 / 201;;
ROCINHA;ESTRADA DA GAVEA;524;CASA 34
ROCINHA;ESTRADA DA GAVEA;304;APT 305
ROCINHA;RUA 01 TRAVESSA 40 APT 1;;
ROCINHA;ESTRADA DA GAVEA RUA C 2 TRAVESSA 14;160;
ROCINHA;TRAVESSA KATIA;24;APT 301
ROCINHA;ESTRADA GAVEA;261;
ROCINHA;RUA 02 TRAVESSA 16;81;CASA 01
ROCINHA;RUA 02 TRAVESSA 17;47;CASA 02
ROCINHA;;;TERREIRAO
ROCINHA;RUA DOIS;3;TRAVESSA DOIS
ROCINHA;TRAVESSA 9;65;
ROCINHA;TRAVESSA CAMPO DA ESPERANCA;303;
ROCINHA;RUA 04;35;
ROCINHA;RUA CAMINHO DO BOIADEIRO;;
ROCINHA;RUA TRES;14;CASA 02
ROCINHA;RUA UM TRAVESSA 13;345;CASA 01
ROCINHA;RUA 02 37 - 203;;
ROCINHA;RUA DIONEIA;800;
ROCINHA;RUA 4 TRAVESSA 9 - 15;;
ROCINHA;ESTRADA DA GAVEA 272;272;CASA 16 RUA 2
ROCINHA;RUA DAS TRAVESSA 14;195;
ROCINHA;ESTRADA DA GAVEA;199;
ROCINHA;ESTRADA DA GAVEA;480;
ROCINHA;TRAVESSA 08;100;CASA 03
ROCINHA;RUA 04 TRAVESSA 03;40;CASA 01
ROCINHA;ESTRADA DA GAVEA RUA 2 TRAVESSA 56 30 CASA 01;;
ROCINHA;ESTRADA DA GAVEA;23;RUA DA MATA
ROCINHA;ESTRADA DA GAVEA;475;CASA 01
ROCINHA;RUA 02;65;TRAVESSA 60
ROCINHA;RUA DIONEIA;739;CASA 05
ROCINHA;TRAVESSA ESPERANCA;19;
ROCINHA;RUA 4 TRAVESSA 11;23;CASA 01
ROCINHA;RUA 2 BECO 2;;CASA 010
ROCINHA;ESTRADA DA GAVEA;;RUA III CASA 29
ROCINHA;RUA 02 TRAVESSA 50 , 20;;
ROCINHA;RUA UM;56;TRAVESSA 11 CASA 02
ROCINHA;TRAVESSA PRIMAVERA;9;
ROCINHA;TRAVESSA UNIAO;1;APT 103
ROCINHA;TRAVESSA SARON;12;
ROCINHA;RUA IV;26;CASA 06
ROCINHA;RUA UM;;CASA 11 D
ROCINHA;TRAVESSA GREGORIO;12;
ROCINHA;RUA UM;235;APT 101
ROCINHA;ESTRADA DA GAVEA RUA UM;259;
ROCINHA;ESTRADA DA GAVEA;31;SVB 15 DBTB
ROCINHA;ESTRADA DA GAVEA;253;
ROCINHA;RUA DOIS;23A;
ROCINHA;TRAVESSA  GREGORIO;12;APT 201
ROCINHA;BECO DOIS DOZE VINTE E OITO;100;
ROCINHA;TRAVESSA 18;1;VILA CACHORRA
ROCINHA;RUA TRAMPOLIM;18;APT 201
ROCINHA;RUA 2 BECO 48;;CASA 301
ROCINHA;ESTRADA DA GAVEA;477;CASA 18
ROCINHA;RUA UM;555;CASA 5 B
ROCINHA;RUA DOIS;206;LARGO DO BOIADEIRO
ROCINHA;CAMINHO DO TERREIRAO;5;TRAVESSA 2
ROCINHA;RUA UM;;CASA 05
ROCINHA;ESTRADA DA GAVEA;14;RUA 03 CASA 04
ROCINHA;RUA CANAL;8;TRAVESSA 13 APT 2 ANDAR
ROCINHA;RUA DA RAIA;S/N;
ROCINHA;RUA DA LADEIRA;10A;
ROCINHA;RUA IV;;CASA 55 BECO  IV
ROCINHA;RUA UM TRAVESSA ONZE;7;COMPLEMENTO 3
ROCINHA;ESTRADA DA GAVEA;262;
ROCINHA;RUA UM;S/N;BECO 33
ROCINHA;TRAVESSA CINCO;250;VILA RACA APT 201
ROCINHA;BECO DO PERNAMBUCO;7;
ROCINHA;ESTRADA DA GAVEA RUA 2;287;CASA 27
ROCINHA;RUA DOIS TRAVESSA 44 - 27;;
ROCINHA;ESTRADA DA GAVEA;;RUA 3 BECO 280 CASA 14
ROCINHA;VILA ROUPA SUJA TRAVESSA 13 / 24 072 - 5 B;;
ROCINHA;TRAVESSA VINTE;27;
ROCINHA;TRAVESSA QUATORZE;1;
ROCINHA;ESTRADA  DA GAVEA;486;
ROCINHA;TRAVESSA LIBERDADE;16;CASA 03
ROCINHA;ESTRADA DA GAVEA;259;RUA 1
ROCINHA;ESTRADA DA GAVEA;523;2:00 AM
ROCINHA;ESTRADA DA GAVEA;17;BECO 04
ROCINHA;RUA IV;;CASA 02
ROCINHA;RUA VILA VITORIA;16;APT 101 FUNDOS
ROCINHA;TRAVESSA DEZESETE;7A;
ROCINHA;RUA DOIS 361;361;APT 402
ROCINHA;RUA TRES;;
ROCINHA;TRAVESSA TRINTA E TRES;14;CASA 1
ROCINHA;TRAVESSA SILVA;4;305
ROCINHA;RUA ROUPA SUJA TRAVESSA 12 , 21;;CASA 01
ROCINHA;TRAVESSA PRIMEIRO DE MAIO;27;
ROCINHA;RUA DOIS;57;
ROCINHA;TRAVESSA MESOPOTANIA;25;
ROCINHA;TRAVESSA DO VALE;44;
ROCINHA;TRAVESSA CAMPOS;12;APT 401
ROCINHA;RUA SERVIDAO SOSTE;5;
ROCINHA;TRAVESSA DOIS;40;
ROCINHA;ESTRADA DA GAVEA;12;
ROCINHA;RUA UM;85;TRAVESSA 9
ROCINHA;RUA DO CANAL;3;205
ROCINHA;TRAVESSA UNIAO 39 CASA 02;;
ROCINHA;TRAVESSA KATIA;33;APT 302
ROCINHA;RUA BECO PERNAMBU;;CASA 02
ROCINHA;RUA 4 TRAVESSA 12;85;DBTB
ROCINHA;ESTRADA DA GAVEA;541;
ROCINHA;VILA RAIZ;201;SVB EPJT
ROCINHA;TRAVESSA PRIMAVERA;19;CASA 2
ROCINHA;ESTRADA DA GAVEA 561 2 ANDAR L;;
ROCINHA;RUA DOIS;88;CASA 05
ROCINHA;TRAVESSA 22 CASA 14 RUA 02;;
ROCINHA;RUA UM;160;CASA 03
ROCINHA;RUA GALILEA;20;CASA 03
ROCINHA;RUA DA MATA;29;CASA 6
ROCINHA;TRAVESSA ROMA;34C;
ROCINHA;TRAVESSA FLORES;;Q 201
ROCINHA;ESTRADA DA GAVEA;523;B 11 CASA 15
ROCINHA;RUA DIONEIA;737;CASA 3
ROCINHA;ESTRADA DA GAVEA;;RUA  2 BECO 1 CASA 19
ROCINHA;TRAVESSA KATIA 271;102;
ROCINHA;ESTRADA DA GAVEZ;199;
ROCINHA;ESTRADA DA GAVEA;524;RUA DA MATA 29 CA 8
ROCINHA;VILA VERDE TRAVESSA 30;5;
ROCINHA;VILA RAIZ TRAVESSA 09;35;
ROCINHA;RUA UM;23;
ROCINHA;RUA UM;3;TRAVESSA 11 - CASA 02
ROCINHA;TRAVESSA ESPERANCA;182;CASA 4
ROCINHA;VILA VERDE;19;
ROCINHA;TRAVESSA CAMPOS ESPERANCA;3;SOBRADO A
ROCINHA;ESTRADA DA GAVEA;21;
ROCINHA;TRAVESSA ESPERANCA;9;
ROCINHA;TRAVESSA GREGORIO;14;B CASA A
ROCINHA;RUA CHACARA DA ALVORADA;10;
ROCINHA;TRAVESSA OITO;25;CASA 9
ROCINHA;TRAVESSA DEZ;21;CASA 3
ROCINHA;TRAVESSA ROMA;39;301
ROCINHA;RUA TRES;1A;
ROCINHA;ESTRADA DA GAVEA 331;;CASA 01
ROCINHA;RUA DO CANAL;23;
ROCINHA;RUA DOIS;24B;
ROCINHA;RUA DOIS;6D;APT 108
ROCINHA;TRAVESSA LUIZ 15;;
ROCINHA;TRAVESSA OLIVEIRA;18;
ROCINHA;ESTRADA DA GAVEA;415;
ROCINHA;TRAVESSA TEZE;38;CASA 9
ROCINHA;ESTRADA DA GAVEA;;RUA 02 BECO 02 CASA 17
ROCINHA;RUA 03 TRAVESSA 02;45;APT 401
ROCINHA;RUA  03 TRAVESSA 10;;BECO 38
MANGUINHOS;RUA BARROS BARRETO;49;
ROCINHA;ESTRADA DA GAVEA;381;CASA 28
MANGUINHOS;ESTRADA INTENDENTE MAGALHAES;183;DBTB
ROCINHA;ESTRADA DA GAVEA;381;CASA 24
ROCINHA;RUA PAZ 4 CASA 06;;
ROCINHA;CAMINHO DO BOIADEIRO;27;301
ROCINHA;RUA 2;196;CASA 18
ROCINHA;RUA DIONEIA;4;
ROCINHA;ESTRADA DA GAVEA 199;;
ROCINHA;ESTRADA DA GAVEA;436;FUNDOS COB 601
ROCINHA;ESTRADA DA GAVEA;259;CASA 28 RUA I
MANGUINHOS;RUA NAZARE;25;FUNDOS
MANGUINHOS;RUA NOVA CAP;39;CASA
MANGUINHOS;RUA DA PASSAGEM;24;
MANGUINHOS;RUA SANTO ISIDORO;2;CASA
MANGUINHOS;RUA 7;21;CASA
MANGUINHOS;TRAVESSA JOANA;4;
MANGUINHOS;AVENIDA DOS DEMOCRATICOS;646;CASA 28
MANGUINHOS;RUA MARIANA;;CASA 6
MANGUINHOS;RUA FERRAZ;8;
MANGUINHOS;RUA MARIANA;43;CASA
MANGUINHOS;RUA REGINA;29;
MANGUINHOS;RUA JUVENAL;24;
MANGUINHOS;RUA QUADRA 7;;CASA 1 QUADRA 7
MANGUINHOS;RUA 06;;QUADRA 06 CASA 17
MANGUINHOS;RUA JUVENAL;37;
MANGUINHOS;RUA CEARA;7;
MANGUINHOS;RUA OSWALDO CRUZ;57;CASA 0
MANGUINHOS;;6;RUA 07 CASA 04
MANGUINHOS;SUB 1496;51;ECUC 35
MANGUINHOS;RUA SAO JOSE;69;
MANGUINHOS;AV DOS DEMOCRATICOS;146;CASA B
MANGUINHOS;RUA SAO DANIEL;17;DBTB
MANGUINHOS;RUA LEOPOLDO BULHOES;41;DBTB
MANGUINHOS;RUA LEOPOLDO BULHOS;529;RS CASA 16
MANGUINHOS;RUA SAO PEDRO;4;
MANGUINHOS;RUA AMELIA PINHEIRO;38;
MANGUINHOS;RUA SAO DANIEL;17;
MANGUINHOS;AV DOS DEMOCRATICOS;535;EMBAIXADA DA CIDANANIA
MANGUINHOS;RUA CEARA;8;
MANGUINHOS;RUA LEOPOLDO BULHOES;700;CASA 07 QUADRA 03 2? ANDAR
MANGUINHOS;RUA SAO DANIEL;4;
MANGUINHOS;RUA DAS PEDRAS;46;
MANGUINHOS;RUA LEOPOLDO BULHOES;28;
MANGUINHOS;RUA LEOPOLDO BULHOES;33;R 21 QUADRA 28
MANGUINHOS;RUA SAO CRISTOVAO;9;
MANGUINHOS;RUA JACINTO;98;
MANGUINHOS;RUA LEOPOLDO BULHOES;321;
MANGUINHOS;RUA LEOPOLDO BULHOES;900;QUADRA 2 CASA 202 A
MANGUINHOS;TRAVESSA PELE;;CASA 3
MANGUINHOS;RUA JOANA;5;
MANGUINHOS;TRAVESSA ADELAIDE;60;
MANGUINHOS;RUA DAS ORQUIDEAS;35;
MANGUINHOS;RUA DA PASSAGEM;24;
MANGUINHOS;VIA 1;S/N;21 RVBESB 25 DBTB
MANGUINHOS;RUA CARLOS CHAGAS;174;
MANGUINHOS;QUADRA  39;;CASA 20
MANGUINHOS;BECO DOS AMIGOS;;
MANGUINHOS;VIA DAS PEDRAS;79;
MANGUINHOS;RUA AMELIAZ PINHEIRO;13;
MANGUINHOS;RUA SANTA MADALENA;17;
MANGUINHOS;RUA NOVA A;105;
MANGUINHOS;RUA SAO DANIEL;4;CASA 3
ROCINHA;TV SAMARITANA;20;
MANGUINHOS;RUA SAO DANIEL;4;
MANGUINHOS;RUA SAO DANIEL;4;
ROCINHA;ESTRADA DA GAVEA;178;RUA 2 CASA 6
ROCINHA;TRAVESSA DA PAZ;8;DBTB
MANGUINHOS;RUA SIDALIEL;4;
MANGUINHOS;RUA DA PASSAGEM;24;
ROCINHA;TRAVESSA QUARENTA E QUATRO;23;
ROCINHA;TRAVESSA ESPERANCA;19;
MANGUINHOS;AVENIDA DOS DEMOCRATICOS;545;CASA 05
ROCINHA;TRAVESSA 10;A4;
ROCINHA;TRAVESSA DO CAMPO DA ESPERANCA RUA DO CANAL;39;
MANGUINHOS;RUA LEOPOLDO BULHOES;;CASA 01
ROCINHA;RUA DOIS;;
ROCINHA;RUA UM;40;TRAVESSA 28
MANGUINHOS;AVENIDA DEMOCRATICOS;6;
ROCINHA;ESTRADA DA GAVEA;385;CASA 2 A
ROCINHA;TRAVESSA LARON 14 CS;14;
ROCINHA;RUA DO NOVO MUNDO TRAV OLIVEIRA;36;QUARTO 32
ROCINHA;RUA DO CANAL;23;CASA 301
MANGUINHOS;RUA 1 QUADRA 1 CASA 14;800;LEOPOLDO BULHOES
MANGUINHOS;RUA ROSA DA FONSECA;351;CASA 02
MANGUINHOS;RUA SIZENANDO NABUCO;357;APT 402
MANGUINHOS;RUA 01;20;QUADRA 1
ROCINHA;RUA JOSINO SILVEIRA;709;CASA 07
MANGUINHOS;RIA LEOPOLDO BULHOES;8;
MANGUINHOS;BECO DA PENSAO;8;DBTB
MANGUINHOS;RUA LEOPOLDO BULHOES;700;QUADRA 6
ROCINHA;RUA MESOPOTANIA;27;APT 201
ROCINHA;RUA MARECHAL RONDON;856;APARTAMENTO 301
MANGUINHOS;RUA DA LIBERDADE;98;
MANGUINHOS;RUA LEOPOLDO BULHOES;900;QUADRA 02 CASA 202 A GRENVILLE
MANGUINHOS;RUA CAPITAO BRAGANCA;53;RUA DAS ORGUIDEAS FRENTE
MANGUINHOS;RUA PARANA;14;D
MANGUINHOS;RUA 21;12;QUADRA 15
MANGUINHOS;AV LEOPOLDO BULHOES;540;
ROCINHA;RUA 02 BECO 20;502;CASA 01
MANGUINHOS;RUA LEOPOLDO BULHOES;700;QUADRA 34 CASA 08
ROCINHA;RUA IGACABA;484;
MANGUINHOS;RUA GERMANO F D SANTOS SOUZA;47;APT 107
ROCINHA;RUA QUATRO;;
MANGUINHOS;TRAVESSA SAO PEDRO;5;C 4
ROCINHA;ESTRADA DA GAVEA;259;
ROCINHA;TRSVESSA CAMPO ESPERANCA 35;;
ROCINHA;RUA 02 TRAVESSA 40;25;CASA 01
MANGUINHOS;RUA MARAVILHA;10;DBTB
ROCINHA;ESTRADA DA GAVEA;520;CASA
ROCINHA;ESTRADA DA GAVEA;308;CASA A
ROCINHA;ESTRADA DA GAVEA;558;CASA 105
ROCINHA;TRAVESSA LUZ;9;APT 201
ROCINHA;RUA 04 TRAVESSA 18;85;CASA 1
MANGUINHOS;RUA OSWALDO CRUZ;24;CASA
MANGUINHOS;RUA PAU BRASIL;16;FRENTE
MANGUINHOS;RUA LEOPOLDO BULHOES;15;
MANGUINHOS;RUA SAO JOSE;18;
ROCINHA;ESTRADA DA GAVEA BECO DO PERNAMBUCO;29;
ROCINHA;RUA DO CANAL TRAVESSA 13;;APT 101
ROCINHA;MACEGA;;
ROCINHA;RUA HUM;;
ROCINHA;ESTRADA DA GAVEA;25;
ROCINHA;RUA DO CANAL;310;
ROCINHA;ESTRADA DA GAVEA;52;
ROCINHA;RUA 1;;TRAVESSA 31
MANGUINHOS;RUA CAPITAO;138;CASA 05
ROCINHA;RUA DO CANAL;;301
MANGUINHOS;RUA 21;12;QUADRA 15
MANGUINHOS;BECO CIRCULAR;37;
ROCINHA;RUA DOIS;201;TRAVESSA 52
ROCINHA;RUA DOIS TRAVESSA 17;;CASA 03
ROCINHA;TRAVESSA UNIAO;29;BLOCO 334
ROCINHA;CAMINHO DO BOIADEIRO;27;APT 301
ROCINHA;TRAVESSA DAS PALMEIRAS;6;
ROCINHA;RUA DA PRAIA;29;
ROCINHA;RUA II;S N;CASA 07 BECO 114
ROCINHA;RUA DA LADEIRA;;CACHOPA
ROCINHA;RUA 03 BECO 30;;
ROCINHA;TRAVESSA PALMEIRAS;S/N;
ROCINHA;RUA 4 BECO CASA 02;523;
ROCINHA;RUA 2 TRAVESSA 40;90;APT 101
ROCINHA;RUA DA LADEIRA;217;CASA 03
ROCINHA;RUA DIONEIA;794;
ROCINHA;RUA 2 TRAVESSA 14;;BIQUINI DA TIJUCA
ROCINHA;TRAVESSA LUZ;8;CASA 08
ROCINHA;TRAVESSA DO AMOR;6;
ROCINHA;RUA 03 TRAVESSA 13;;PADARIA DO CARVAO
ROCINHA;RUA 03 TRAVESSA 9 CASA 09;CASA 1;
ROCINHA;RUA 3 TRAVESSA 10;;CASA 32
ROCINHA;RUA TRES;331;CASA 18 TERREO
ROCINHA;RUA DA LEDEIRA;31;CASA 04
ROCINHA;ESTRADA DA GAVEA;407;CASA 16
ROCINHA;RUA  DA LADEIRA;15;CASA 05
ROCINHA;ESTRADA DA GAVEA RUA DOIS;;
ROCINHA;ESTRADA DA GAVEA RUA 02 BECO 01  78;369;CASA 13
ROCINHA;TRAVESSA DA LUZ;S/N;CASA 08 BECO  13
ROCINHA;ESTRADA DA GAVEA;477;CASA 16
MANGUINHOS;RUA PROJETADA;S/N;
MANGUINHOS;AV ISABEL DOMINGOS;141;LOTE 20 QUADRA 3 CASA 11
ROCINHA;RUA DO TELETE;18;
MANGUINHOS;RUA PROJETADA;15;LOTE 11 QUADRA 03
MANGUINHOS;RUA G PROJETADA;;QUADRA 3 LOTE 11
MANGUINHOS;RUA LEOPOLDO BULHOES;529;DBTB
MANGUINHOS;CAMINHO DEMOCRATICOS;30;RUA AMARAL CASA 09
ROCINHA;ESTRADA DA GAVEA;520;H APT 401
ROCINHA;TRAVESSA DA LUZ;401;
MANGUINHOS;RUA JACINTO;15;
MANGUINHOS;RUA LEOPOLDO BULHOES;800;RUA 06 QUADRA 07
ROCINHA;ESTRADA DA GAVEA;S/N;
ROCINHA;ESTRADA DA GAVEA;1365;R 02 TR 31235
ROCINHA;RUA DOIS 40;35;
ROCINHA;M DA ALEGRIA;6;CS 60
ROCINHA;RUA 04;9;
ROCINHA;ESTRADA DA GAVEA;259;BC 01 CSA 30
ROCINHA;RUA 2;186;VILA RAIZ
ROCINHA;RUA DIONISIA;791;
MANGUINHOS;RUA MANOEL FALCAO A MARANHAO;81;APT 302
ROCINHA;VILA VERDE TRAVESSA 16 , 6;;
MANGUINHOS;RUA PARANA;28;
MANGUINHOS;CAMINHO DEMOCRATICOS;8;
ROCINHA;TRAVESSA ROMA;26;APT 203
ROCINHA;TRAVESSA 22;;
MANGUINHOS;RUA NOVACAP;28;
MANGUINHOS;RUA BICA;17;
MANGUINHOS;RUA SAO DOMINGOS;17;
MANGUINHOS;RUA MARANHAO;49;
MANGUINHOS;RUA SAO PEDRO;28;
MANGUINHOS;RUA PARANA;22;
MANGUINHOS;RUA 234;;CASA 1 SOBRADO
MANGUINHOS;BECO PERNAMBUCO;33;
MANGUINHOS;RUA 9;55;
ROCINHA;ESTRADA DA GAVEA;514;APT 501
ROCINHA;ESTRADA DA GAVEA;456;
ROCINHA;TRAVESSA CAMPO ESPERANCA;10;
ROCINHA;RUA DA RAIA;4;
ROCINHA;RUA 02;95;TRAVESSA 14
ROCINHA;RUA UM;17;
MANGUINHOS;RUA MARIANA;6 B;CHP2
MANGUINHOS;RUA 19 Q 19 C 14;;CASA
MANGUINHOS;RUA PAU BRASIL;75;FDS
ROCINHA;RUA UM;215;1?ANDAR
ROCINHA;TRAV PALMAS;5A;APT 408
ROCINHA;RUA DOIS;94;A
ROCINHA;RUA UM;580;
ROCINHA;ESTRADA DA GAVEA;409;CASA 08
ROCINHA;CHACARA DE ALVORADA;24;CASA 02
ROCINHA;ESTRADA DA GAVEA;199;CASA 32 E
ROCINHA;TRAVESSA OLIVEIRA;16;APT 502
ROCINHA;RUA 4 BECO 67 CASA 105;;
ROCINHA;TRAVESSA IM CASA 03;;
ROCINHA;CAMINHO TERREIRAO TRAVESSA UM;17;
MANGUINHOS;RUA MARIANA;6;B
ROCINHA;RUA DA MATA;;CASA 67
ROCINHA;CAMPO ESPERANCA;33;LIXEIRA
ROCINHA;RUA 2;112;
ROCINHA;RUA DE CAMPO ESPERANCA;102;BECO 10 APT 102
ROCINHA;TRAVESSA ESPERANCA;19;
ROCINHA;RUA 02;;TRAVESSA 8 CASA 30
ROCINHA;TRAVESSA 10;12;
ROCINHA;ESTRADA DA GAVEA;327;CASA 05 /101
ROCINHA;TRAVESSA OLIVEIRA;27;
ROCINHA;ESTRADA DA GAVEA;325;ENTRADA 369 BECO 11
ROCINHA;ESTRADA SANTA MARINHA;501;PARQUE DA CIDADE
ROCINHA;ESTRADA DA GAVEA;259;RUA UM CASA 60
ROCINHA;VILA ROUPA SUJA TRAVESSA 11;40;
ROCINHA;VIA APIA;28;201
ROCINHA;ESTRADA DA GAVEA;480;TRAVESSA VALLE 18
ROCINHA;TRAVESSA UNIAO 02;;APT 303
ROCINHA;RUA 2 TRAVESSA 17;14 B;
ROCINHA;RUA DOIS;293;
ROCINHA;RUA ORONEIA;400;CASA 30
ROCINHA;RUA UM;199;
ROCINHA;RUA DOIS CASA11;;CASA 11
ROCINHA;RUA MARIA DO CARMO;32;CASA 02
ROCINHA;ESTRADA DA GAVEA;;BECO 43 RUA 01 CASA 027
ROCINHA;VILA ROUPA SUJA TRAVESSA 11;35;CASA 02
ROCINHA;RUA DA RAIA;S/N;CACHOPU
ROCINHA;VILA RAIS TRAVESSA NEVE;25;
ROCINHA;VILA RAIZ;55;TRAVESSA 01
ROCINHA;RUA DA LADEIRA;10A;CACHOUPA
ROCINHA;RUA UM TRAVESSA 09;55;
ROCINHA;ESTRADA DA GAVEA;;CASA 10
ROCINHA;ESTRADA DA GAVEA;259;RUA UM TRAVESSA 33 CASA 13
ROCINHA;RUA UMUARAMA;415;APT 201
ROCINHA;RUA DOIS;;CASA 91
ROCINHA;RUA DOIS;;CASA 02 TRAVESSA 58
ROCINHA;RUA 4;15;CASA 02
ROCINHA;ESTRADA DA GAVEA;262;RUA 01 CASA 47
ROCINHA;RUA 4 BECO  43;;CASA 03
ROCINHA;TRAVESSA UNIAO;9;
ROCINHA;RUA  02 TRAVESSA 31        25;25;
ROCINHA;RUA 1 BECO CASA 10;;
ROCINHA;RUA DO VALAO;;
ROCINHA;RUA DALVA;793;CASA 02
ROCINHA;ESTRADA DA GAVEA;447;207
ROCINHA;ESTRADA DA GAVEA;477;CASA 39
ROCINHA;TRAVESSA DA ALEGRIA;1;
ROCINHA;TRAVESSA ESPERANCA;15;
ROCINHA;TRAVESSA FLORES;10;APT 401
ROCINHA;RUA 2;87;
ROCINHA;TRAVESSA DO AMOR;10;
ROCINHA;ESTRADA DA GAVEA;413;
ROCINHA;RUA DO CANAL TRAVESSA 8;26;CASA 01
ROCINHA;RUA TRES BECO 30 CASA 07;;
ROCINHA;RUA 4;67;84 CASA 04
ROCINHA;ESTRADA DA GAVEA RUA 2;9;DBTB
ROCINHA;TRAVESSA ESPERANCA;;APT 201
ROCINHA;RUA DO VALAO  BECO 02 CASA 07;;
ROCINHA;RUA DIONEIA;400;CASA 08
ROCINHA;TRAVESSA CATIA CASA 305;;CASA 305
ROCINHA;RUA DA MATA;40;
ROCINHA;RUA QUATRO TRAVESSA 27    95;;
ROCINHA;ESTRADA DA GAVEA;523;
MANGUINHOS;RUA DA PAZ;14;
ROCINHA;TRAVESSA SILVA;9;
ROCINHA;TRAVESSA BIQUINHA;3;CASA 8
ROCINHA;RUA 4;;CFDP 5,337  B C ECUC 3
ROCINHA;RUA IV;105;TRAVESSA 19 A
ROCINHA;ESTRADA DA GAVEA;431;RUA II
ROCINHA;RUA 4 BECO 4;;CASA 18   150 SOBRADO
ROCINHA;RUA DOIS;;TRAVESSA 52
ROCINHA;RUA 3 TRAVESSA 8;;
ROCINHA;ESTRADA DA GAVEA RUA 3 TRAVESSA 13 10;10;
MANGUINHOS;TRAVESSA DO CRAVO;3;
ROCINHA;ESTRADA DA GAVEA;466;RUA UM TRAV 47
MANGUINHOS;RUA JACINTO;3;CASA
MANGUINHOS;RUA DA PAZ;10;CASA 01 - VILA TURISMO
ROCINHA;ESTRADA DA GAVEA RUA 2;;CASA 87
ROCINHA;ESTRADA DA GAVEA;524;CASA 03 VILA NOVA
ROCINHA;RUA DO CANAL TRAVESSA RAIZ;65;
ROCINHA;BECO E ESTRADA DA GAVEA;424;VILA VERDE CASA 26
ROCINHA;TRAVESSA SILVA;6;DBTB
ROCINHA;VIA APIA;30;401
ROCINHA;RUA TRAMPOLIM;52;APT 101
ROCINHA;VILA RAIZ RUA 02;;
ROCINHA;TRAVESSA ESCADA;7;APT 201
ROCINHA;RUA DA MATA;50;DBTB
ROCINHA;RUA DA MATA;36;VILA VERDE
ROCINHA;TRAVESSA CATIA;27;401
ROCINHA;ESTRADA DA GAVEA;;USBWFTTB 2A DBTEB 13
ROCINHA;RUA DO CANAL BECO 02;156;7
ROCINHA;TRAVESSA SILVA 04 BARCELOS;4;
ROCINHA;ESTRADA DA GAVEA;510;APT 403
ROCINHA;RUA DIONEIA;14;2 ANDAR
ROCINHA;RUA DIONEIA;400;CASA 08
ROCINHA;RUA 2 TRAVESSA 36;95;
ROCINHA;RUA 2;112;
ROCINHA;RUA 2 TRAVESSA 52 CASA 02;;
ROCINHA;RUA DIONISIO;750;
ROCINHA;RUA 02;44;PREDIO DO ANIBAL
ROCINHA;VILA RAIZ;140;APT 101
ROCINHA;ESTRADA DA GAVEA;259;RUA 1 CASA 06
ROCINHA;RUA 2 TRAVESSA 31;235;
ROCINHA;TRAVESSA MESOPOTAMIA;14;APT 501
ROCINHA;RUA 2 TRAVESSA 21;6:00 AM;
ROCINHA;TRAVESSA SOUZA;6;CASA 01
ROCINHA;TRAVESSA VALE;15;CASA 01
ROCINHA;RUA 02;39;TRAVESSA 10
ROCINHA;RUA 3;314;POCO DA TUIA
ROCINHA;RUA DOIS;39;
ROCINHA;RUA 2 TRAVESSA 1;40;
ROCINHA;ESTRADA DA GAVEA RUA 3;;BECO 38 CASA 4
ROCINHA;RUA DAS PALMEIRAS;26;CASA 02
ROCINHA;ESTRADA DA GAVEA;447;APT 102
ROCINHA;ESTRADA DA GAVEA;461;CASA 06
ROCINHA;RUA 03 TRAVESSA 13 CAS 10;;
ROCINHA;RUA 2;;TRAVESSA 14 CASA 15
ROCINHA;VIA APIA;13;
ROCINHA;BECO B;33;
ROCINHA;RUA DO CANAL;182;CASA 17
ROCINHA;VILA RAIZ  9;15;DBTB
ROCINHA;TRAVESSA ROMA;23;
ROCINHA;AV ROUPA SUJA;;ESTRADA DA GAVEA 08 CASA 01 TR
ROCINHA;VILA 199 TRAVESSA 08 595;595;CASA 02
ROCINHA;RUA 4 BECO 115;9:00 AM;
ROCINHA;RUA DIONEIA;312;
ROCINHA;RUA 2 TRAVESSA 11;85;
ROCINHA;LARGO DO BOIADEIRO;11;APT 203
ROCINHA;VILA RAIZ TRAVESSA 09;10;DBTB
ROCINHA;RUA 2;155;
ROCINHA;TRAVESSA CAMPO ESPERANCA;39;
ROCINHA;BECO DO PERNAMBUCO;9;
ROCINHA;RUA DO CANAL TRAVESSA 13;15;BOCE4O DO ZE FOGUETE
ROCINHA;RUA TRAMPOLIM;18;201
ROCINHA;LARGO DO BOIADEIRO;;CASA 19
ROCINHA;TRAVESSA SILVA;9;APT 204
ROCINHA;TRAVESSA  ESPERANCA;15;
ROCINHA;RUA DA FONTE;10 B;
ROCINHA;TRAVESSA CAMPO ESPERANCA;41;APT 301
